state,season_label,season_end_year,race_eth,vax_coverage,wili_mean,wili_peak,wili_peak_week,spend_metric_1,poverty_pct
AK,2013-14,2014,Overall,35.3,1.2636520606060606,5.30883,201352.0,6523.5,10.1
AK,2013-14,2014,Non-Hispanic White,33.6,1.2636520606060606,5.30883,201352.0,6523.5,10.1
AK,2013-14,2014,Non-Hispanic Black,50.7,1.2636520606060606,5.30883,201352.0,6523.5,10.1
AK,2013-14,2014,Hispanic,32.8,1.2636520606060606,5.30883,201352.0,6523.5,10.1
AK,2013-14,2014,Non-Hispanic Asian,,1.2636520606060606,5.30883,201352.0,6523.5,10.1
AK,2014-15,2015,Overall,38.0,1.1601050588235293,3.14843,201446.0,6758.31,10.2
AK,2014-15,2015,Non-Hispanic White,38.8,1.1601050588235293,3.14843,201446.0,6758.31,10.2
AK,2014-15,2015,Non-Hispanic Black,43.9,1.1601050588235293,3.14843,201446.0,6758.31,10.2
AK,2014-15,2015,Hispanic,36.0,1.1601050588235293,3.14843,201446.0,6758.31,10.2
AK,2014-15,2015,Non-Hispanic Asian,,1.1601050588235293,3.14843,201446.0,6758.31,10.2
AK,2015-16,2016,Overall,33.8,1.6878777575757578,5.73435,201611.0,6846.57,10.1
AK,2015-16,2016,Non-Hispanic White,34.9,1.6878777575757578,5.73435,201611.0,6846.57,10.1
AK,2015-16,2016,Non-Hispanic Black,29.8,1.6878777575757578,5.73435,201611.0,6846.57,10.1
AK,2015-16,2016,Hispanic,33.7,1.6878777575757578,5.73435,201611.0,6846.57,10.1
AK,2015-16,2016,Non-Hispanic Asian,,1.6878777575757578,5.73435,201611.0,6846.57,10.1
AK,2016-17,2017,Overall,33.2,1.9675221212121212,4.30168,201713.0,7056.99,10.2
AK,2016-17,2017,Non-Hispanic White,32.7,1.9675221212121212,4.30168,201713.0,7056.99,10.2
AK,2016-17,2017,Non-Hispanic Black,46.2,1.9675221212121212,4.30168,201713.0,7056.99,10.2
AK,2016-17,2017,Hispanic,32.3,1.9675221212121212,4.30168,201713.0,7056.99,10.2
AK,2016-17,2017,Non-Hispanic Asian,,1.9675221212121212,4.30168,201713.0,7056.99,10.2
AK,2017-18,2018,Overall,32.8,4.619318787878788,7.6104,201810.0,7489.72,10.8
AK,2017-18,2018,Non-Hispanic White,32.9,4.619318787878788,7.6104,201810.0,7489.72,10.8
AK,2017-18,2018,Non-Hispanic Black,37.5,4.619318787878788,7.6104,201810.0,7489.72,10.8
AK,2017-18,2018,Hispanic,31.3,4.619318787878788,7.6104,201810.0,7489.72,10.8
AK,2017-18,2018,Non-Hispanic Asian,,4.619318787878788,7.6104,201810.0,7489.72,10.8
AK,2018-19,2019,Overall,35.7,3.7689154242424245,9.7181,201906.0,7643.03,10.7
AK,2018-19,2019,Non-Hispanic White,37.6,3.7689154242424245,9.7181,201906.0,7643.03,10.7
AK,2018-19,2019,Non-Hispanic Black,37.8,3.7689154242424245,9.7181,201906.0,7643.03,10.7
AK,2018-19,2019,Hispanic,31.5,3.7689154242424245,9.7181,201906.0,7643.03,10.7
AK,2018-19,2019,Non-Hispanic Asian,,3.7689154242424245,9.7181,201906.0,7643.03,10.7
AK,2019-20,2020,Overall,39.4,3.238185393939394,11.7221,201952.0,7109.39,10.3
AK,2019-20,2020,Non-Hispanic White,40.2,3.238185393939394,11.7221,201952.0,7109.39,10.3
AK,2019-20,2020,Non-Hispanic Black,42.6,3.238185393939394,11.7221,201952.0,7109.39,10.3
AK,2019-20,2020,Hispanic,41.2,3.238185393939394,11.7221,201952.0,7109.39,10.3
AK,2019-20,2020,Non-Hispanic Asian,,3.238185393939394,11.7221,201952.0,7109.39,10.3
AK,2020-21,2021,Overall,37.3,0.6939411764705883,1.76528,202040.0,8112.5,10.4
AK,2020-21,2021,Non-Hispanic White,40.2,0.6939411764705883,1.76528,202040.0,8112.5,10.4
AK,2020-21,2021,Non-Hispanic Black,37.5,0.6939411764705883,1.76528,202040.0,8112.5,10.4
AK,2020-21,2021,Hispanic,34.7,0.6939411764705883,1.76528,202040.0,8112.5,10.4
AK,2020-21,2021,Non-Hispanic Asian,,0.6939411764705883,1.76528,202040.0,8112.5,10.4
AK,2021-22,2022,Overall,38.8,1.7073317575757576,5.86915,202151.0,8390.88,10.5
AK,2021-22,2022,Non-Hispanic White,42.0,1.7073317575757576,5.86915,202151.0,8390.88,10.5
AK,2021-22,2022,Non-Hispanic Black,29.2,1.7073317575757576,5.86915,202151.0,8390.88,10.5
AK,2021-22,2022,Hispanic,34.4,1.7073317575757576,5.86915,202151.0,8390.88,10.5
AK,2021-22,2022,Non-Hispanic Asian,,1.7073317575757576,5.86915,202151.0,8390.88,10.5
AK,2022-23,2023,Overall,35.9,2.017775818181818,3.9563,202250.0,9081.88,10.2
AK,2022-23,2023,Non-Hispanic White,39.3,2.017775818181818,3.9563,202250.0,9081.88,10.2
AK,2022-23,2023,Non-Hispanic Black,26.2,2.017775818181818,3.9563,202250.0,9081.88,10.2
AK,2022-23,2023,Hispanic,37.5,2.017775818181818,3.9563,202250.0,9081.88,10.2
AK,2022-23,2023,Non-Hispanic Asian,,2.017775818181818,3.9563,202250.0,9081.88,10.2
AL,2013-14,2014,Overall,41.2,3.1435085454545453,7.46047,201352.0,9365.32,18.9
AL,2013-14,2014,Non-Hispanic White,43.8,3.1435085454545453,7.46047,201352.0,9365.32,18.9
AL,2013-14,2014,Non-Hispanic Black,34.7,3.1435085454545453,7.46047,201352.0,9365.32,18.9
AL,2013-14,2014,Hispanic,50.4,3.1435085454545453,7.46047,201352.0,9365.32,18.9
AL,2013-14,2014,Non-Hispanic Asian,,3.1435085454545453,7.46047,201352.0,9365.32,18.9
AL,2014-15,2015,Overall,40.0,5.310757647058824,19.4177,201452.0,9786.82,18.8
AL,2014-15,2015,Non-Hispanic White,42.4,5.310757647058824,19.4177,201452.0,9786.82,18.8
AL,2014-15,2015,Non-Hispanic Black,33.9,5.310757647058824,19.4177,201452.0,9786.82,18.8
AL,2014-15,2015,Hispanic,47.7,5.310757647058824,19.4177,201452.0,9786.82,18.8
AL,2014-15,2015,Non-Hispanic Asian,,5.310757647058824,19.4177,201452.0,9786.82,18.8
AL,2015-16,2016,Overall,38.3,3.385960909090909,6.55058,201610.0,9888.06,18.4
AL,2015-16,2016,Non-Hispanic White,39.3,3.385960909090909,6.55058,201610.0,9888.06,18.4
AL,2015-16,2016,Non-Hispanic Black,34.0,3.385960909090909,6.55058,201610.0,9888.06,18.4
AL,2015-16,2016,Hispanic,52.8,3.385960909090909,6.55058,201610.0,9888.06,18.4
AL,2015-16,2016,Non-Hispanic Asian,,3.385960909090909,6.55058,201610.0,9888.06,18.4
AL,2016-17,2017,Overall,38.0,4.1393818181818185,7.76346,201706.0,10395.08,18.0
AL,2016-17,2017,Non-Hispanic White,40.3,4.1393818181818185,7.76346,201706.0,10395.08,18.0
AL,2016-17,2017,Non-Hispanic Black,31.5,4.1393818181818185,7.76346,201706.0,10395.08,18.0
AL,2016-17,2017,Hispanic,48.5,4.1393818181818185,7.76346,201706.0,10395.08,18.0
AL,2016-17,2017,Non-Hispanic Asian,,4.1393818181818185,7.76346,201706.0,10395.08,18.0
AL,2017-18,2018,Overall,35.5,4.602263636363636,13.3546,201803.0,10752.74,17.5
AL,2017-18,2018,Non-Hispanic White,36.7,4.602263636363636,13.3546,201803.0,10752.74,17.5
AL,2017-18,2018,Non-Hispanic Black,31.1,4.602263636363636,13.3546,201803.0,10752.74,17.5
AL,2017-18,2018,Hispanic,43.3,4.602263636363636,13.3546,201803.0,10752.74,17.5
AL,2017-18,2018,Non-Hispanic Asian,,4.602263636363636,13.3546,201803.0,10752.74,17.5
AL,2018-19,2019,Overall,40.3,3.7706375757575756,8.93048,201907.0,11178.19,16.7
AL,2018-19,2019,Non-Hispanic White,43.0,3.7706375757575756,8.93048,201907.0,11178.19,16.7
AL,2018-19,2019,Non-Hispanic Black,32.6,3.7706375757575756,8.93048,201907.0,11178.19,16.7
AL,2018-19,2019,Hispanic,54.1,3.7706375757575756,8.93048,201907.0,11178.19,16.7
AL,2018-19,2019,Non-Hispanic Asian,,3.7706375757575756,8.93048,201907.0,11178.19,16.7
AL,2019-20,2020,Overall,43.0,4.691342727272727,9.17458,202006.0,10854.21,16.0
AL,2019-20,2020,Non-Hispanic White,46.6,4.691342727272727,9.17458,202006.0,10854.21,16.0
AL,2019-20,2020,Non-Hispanic Black,35.5,4.691342727272727,9.17458,202006.0,10854.21,16.0
AL,2019-20,2020,Hispanic,42.4,4.691342727272727,9.17458,202006.0,10854.21,16.0
AL,2019-20,2020,Non-Hispanic Asian,,4.691342727272727,9.17458,202006.0,10854.21,16.0
AL,2020-21,2021,Overall,42.2,1.2666259705882352,1.66154,202119.0,11427.51,15.8
AL,2020-21,2021,Non-Hispanic White,46.4,1.2666259705882352,1.66154,202119.0,11427.51,15.8
AL,2020-21,2021,Non-Hispanic Black,32.9,1.2666259705882352,1.66154,202119.0,11427.51,15.8
AL,2020-21,2021,Hispanic,39.3,1.2666259705882352,1.66154,202119.0,11427.51,15.8
AL,2020-21,2021,Non-Hispanic Asian,,1.2666259705882352,1.66154,202119.0,11427.51,15.8
AL,2021-22,2022,Overall,39.1,2.1747757575757576,5.45509,202152.0,11882.97,15.7
AL,2021-22,2022,Non-Hispanic White,39.6,2.1747757575757576,5.45509,202152.0,11882.97,15.7
AL,2021-22,2022,Non-Hispanic Black,37.0,2.1747757575757576,5.45509,202152.0,11882.97,15.7
AL,2021-22,2022,Hispanic,41.4,2.1747757575757576,5.45509,202152.0,11882.97,15.7
AL,2021-22,2022,Non-Hispanic Asian,,2.1747757575757576,5.45509,202152.0,11882.97,15.7
AL,2022-23,2023,Overall,37.2,3.727420606060606,11.5412,202244.0,12787.15,15.6
AL,2022-23,2023,Non-Hispanic White,37.7,3.727420606060606,11.5412,202244.0,12787.15,15.6
AL,2022-23,2023,Non-Hispanic Black,37.4,3.727420606060606,11.5412,202244.0,12787.15,15.6
AL,2022-23,2023,Hispanic,39.4,3.727420606060606,11.5412,202244.0,12787.15,15.6
AL,2022-23,2023,Non-Hispanic Asian,,3.727420606060606,11.5412,202244.0,12787.15,15.6
AR,2013-14,2014,Overall,42.9,2.902547424242424,8.09035,201401.0,8745.69,19.2
AR,2013-14,2014,Non-Hispanic White,44.6,2.902547424242424,8.09035,201401.0,8745.69,19.2
AR,2013-14,2014,Non-Hispanic Black,35.3,2.902547424242424,8.09035,201401.0,8745.69,19.2
AR,2013-14,2014,Hispanic,48.5,2.902547424242424,8.09035,201401.0,8745.69,19.2
AR,2013-14,2014,Non-Hispanic Asian,,2.902547424242424,8.09035,201401.0,8745.69,19.2
AR,2014-15,2015,Overall,43.8,3.3435926764705886,10.5263,201452.0,9113.49,19.3
AR,2014-15,2015,Non-Hispanic White,44.4,3.3435926764705886,10.5263,201452.0,9113.49,19.3
AR,2014-15,2015,Non-Hispanic Black,35.3,3.3435926764705886,10.5263,201452.0,9113.49,19.3
AR,2014-15,2015,Hispanic,56.6,3.3435926764705886,10.5263,201452.0,9113.49,19.3
AR,2014-15,2015,Non-Hispanic Asian,,3.3435926764705886,10.5263,201452.0,9113.49,19.3
AR,2015-16,2016,Overall,40.0,2.2031396060606063,5.62608,201610.0,9304.23,18.8
AR,2015-16,2016,Non-Hispanic White,40.4,2.2031396060606063,5.62608,201610.0,9304.23,18.8
AR,2015-16,2016,Non-Hispanic Black,38.1,2.2031396060606063,5.62608,201610.0,9304.23,18.8
AR,2015-16,2016,Hispanic,51.3,2.2031396060606063,5.62608,201610.0,9304.23,18.8
AR,2015-16,2016,Non-Hispanic Asian,,2.2031396060606063,5.62608,201610.0,9304.23,18.8
AR,2016-17,2017,Overall,41.4,2.8635111515151515,9.78239,201706.0,9666.04,18.1
AR,2016-17,2017,Non-Hispanic White,41.6,2.8635111515151515,9.78239,201706.0,9666.04,18.1
AR,2016-17,2017,Non-Hispanic Black,36.4,2.8635111515151515,9.78239,201706.0,9666.04,18.1
AR,2016-17,2017,Hispanic,46.5,2.8635111515151515,9.78239,201706.0,9666.04,18.1
AR,2016-17,2017,Non-Hispanic Asian,,2.8635111515151515,9.78239,201706.0,9666.04,18.1
AR,2017-18,2018,Overall,36.9,4.0739695454545455,11.0532,201805.0,10063.19,17.6
AR,2017-18,2018,Non-Hispanic White,36.9,4.0739695454545455,11.0532,201805.0,10063.19,17.6
AR,2017-18,2018,Non-Hispanic Black,32.4,4.0739695454545455,11.0532,201805.0,10063.19,17.6
AR,2017-18,2018,Hispanic,50.7,4.0739695454545455,11.0532,201805.0,10063.19,17.6
AR,2017-18,2018,Non-Hispanic Asian,,4.0739695454545455,11.0532,201805.0,10063.19,17.6
AR,2018-19,2019,Overall,42.8,3.394248181818182,8.86505,201908.0,10518.93,17.0
AR,2018-19,2019,Non-Hispanic White,44.5,3.394248181818182,8.86505,201908.0,10518.93,17.0
AR,2018-19,2019,Non-Hispanic Black,38.9,3.394248181818182,8.86505,201908.0,10518.93,17.0
AR,2018-19,2019,Hispanic,41.0,3.394248181818182,8.86505,201908.0,10518.93,17.0
AR,2018-19,2019,Non-Hispanic Asian,,3.394248181818182,8.86505,201908.0,10518.93,17.0
AR,2019-20,2020,Overall,49.6,3.7843146363636366,10.1278,202005.0,10252.13,16.1
AR,2019-20,2020,Non-Hispanic White,50.9,3.7843146363636366,10.1278,202005.0,10252.13,16.1
AR,2019-20,2020,Non-Hispanic Black,46.7,3.7843146363636366,10.1278,202005.0,10252.13,16.1
AR,2019-20,2020,Hispanic,48.8,3.7843146363636366,10.1278,202005.0,10252.13,16.1
AR,2019-20,2020,Non-Hispanic Asian,,3.7843146363636366,10.1278,202005.0,10252.13,16.1
AR,2020-21,2021,Overall,45.1,1.0301126764705884,1.43155,202120.0,10720.79,16.0
AR,2020-21,2021,Non-Hispanic White,47.7,1.0301126764705884,1.43155,202120.0,10720.79,16.0
AR,2020-21,2021,Non-Hispanic Black,43.5,1.0301126764705884,1.43155,202120.0,10720.79,16.0
AR,2020-21,2021,Hispanic,40.4,1.0301126764705884,1.43155,202120.0,10720.79,16.0
AR,2020-21,2021,Non-Hispanic Asian,,1.0301126764705884,1.43155,202120.0,10720.79,16.0
AR,2021-22,2022,Overall,41.0,2.1153339393939397,3.37323,202152.0,11292.84,16.2
AR,2021-22,2022,Non-Hispanic White,41.7,2.1153339393939397,3.37323,202152.0,11292.84,16.2
AR,2021-22,2022,Non-Hispanic Black,43.0,2.1153339393939397,3.37323,202152.0,11292.84,16.2
AR,2021-22,2022,Hispanic,31.4,2.1153339393939397,3.37323,202152.0,11292.84,16.2
AR,2021-22,2022,Non-Hispanic Asian,,2.1153339393939397,3.37323,202152.0,11292.84,16.2
AR,2022-23,2023,Overall,41.0,3.0024915454545456,7.85509,202247.0,12119.84,16.0
AR,2022-23,2023,Non-Hispanic White,41.9,3.0024915454545456,7.85509,202247.0,12119.84,16.0
AR,2022-23,2023,Non-Hispanic Black,43.8,3.0024915454545456,7.85509,202247.0,12119.84,16.0
AR,2022-23,2023,Hispanic,38.6,3.0024915454545456,7.85509,202247.0,12119.84,16.0
AR,2022-23,2023,Non-Hispanic Asian,,3.0024915454545456,7.85509,202247.0,12119.84,16.0
AZ,2013-14,2014,Overall,32.8,1.6668313333333333,3.20993,201404.0,8302.37,18.2
AZ,2013-14,2014,Non-Hispanic White,33.8,1.6668313333333333,3.20993,201404.0,8302.37,18.2
AZ,2013-14,2014,Non-Hispanic Black,17.9,1.6668313333333333,3.20993,201404.0,8302.37,18.2
AZ,2013-14,2014,Hispanic,32.1,1.6668313333333333,3.20993,201404.0,8302.37,18.2
AZ,2013-14,2014,Non-Hispanic Asian,,1.6668313333333333,3.20993,201404.0,8302.37,18.2
AZ,2014-15,2015,Overall,35.4,1.7282195882352942,3.87231,201503.0,8595.79,18.2
AZ,2014-15,2015,Non-Hispanic White,37.1,1.7282195882352942,3.87231,201503.0,8595.79,18.2
AZ,2014-15,2015,Non-Hispanic Black,25.7,1.7282195882352942,3.87231,201503.0,8595.79,18.2
AZ,2014-15,2015,Hispanic,32.9,1.7282195882352942,3.87231,201503.0,8595.79,18.2
AZ,2014-15,2015,Non-Hispanic Asian,,1.7282195882352942,3.87231,201503.0,8595.79,18.2
AZ,2015-16,2016,Overall,36.0,2.813750606060606,5.38213,201608.0,8692.03,17.7
AZ,2015-16,2016,Non-Hispanic White,36.8,2.813750606060606,5.38213,201608.0,8692.03,17.7
AZ,2015-16,2016,Non-Hispanic Black,38.1,2.813750606060606,5.38213,201608.0,8692.03,17.7
AZ,2015-16,2016,Hispanic,33.2,2.813750606060606,5.38213,201608.0,8692.03,17.7
AZ,2015-16,2016,Non-Hispanic Asian,,2.813750606060606,5.38213,201608.0,8692.03,17.7
AZ,2016-17,2017,Overall,36.0,1.9973530606060605,2.80205,201717.0,8925.76,17.0
AZ,2016-17,2017,Non-Hispanic White,37.3,1.9973530606060605,2.80205,201717.0,8925.76,17.0
AZ,2016-17,2017,Non-Hispanic Black,30.0,1.9973530606060605,2.80205,201717.0,8925.76,17.0
AZ,2016-17,2017,Hispanic,34.7,1.9973530606060605,2.80205,201717.0,8925.76,17.0
AZ,2016-17,2017,Non-Hispanic Asian,,1.9973530606060605,2.80205,201717.0,8925.76,17.0
AZ,2017-18,2018,Overall,32.3,3.8777460606060608,8.49823,201752.0,9145.03,16.1
AZ,2017-18,2018,Non-Hispanic White,34.0,3.8777460606060608,8.49823,201752.0,9145.03,16.1
AZ,2017-18,2018,Non-Hispanic Black,28.1,3.8777460606060608,8.49823,201752.0,9145.03,16.1
AZ,2017-18,2018,Hispanic,28.9,3.8777460606060608,8.49823,201752.0,9145.03,16.1
AZ,2017-18,2018,Non-Hispanic Asian,,3.8777460606060608,8.49823,201752.0,9145.03,16.1
AZ,2018-19,2019,Overall,38.7,3.0935942424242424,4.24465,201852.0,9476.69,15.1
AZ,2018-19,2019,Non-Hispanic White,40.9,3.0935942424242424,4.24465,201852.0,9476.69,15.1
AZ,2018-19,2019,Non-Hispanic Black,38.3,3.0935942424242424,4.24465,201852.0,9476.69,15.1
AZ,2018-19,2019,Hispanic,35.3,3.0935942424242424,4.24465,201852.0,9476.69,15.1
AZ,2018-19,2019,Non-Hispanic Asian,,3.0935942424242424,4.24465,201852.0,9476.69,15.1
AZ,2019-20,2020,Overall,40.5,2.830801515151515,5.29584,202004.0,9032.51,14.1
AZ,2019-20,2020,Non-Hispanic White,44.6,2.830801515151515,5.29584,202004.0,9032.51,14.1
AZ,2019-20,2020,Non-Hispanic Black,30.6,2.830801515151515,5.29584,202004.0,9032.51,14.1
AZ,2019-20,2020,Hispanic,36.5,2.830801515151515,5.29584,202004.0,9032.51,14.1
AZ,2019-20,2020,Non-Hispanic Asian,,2.830801515151515,5.29584,202004.0,9032.51,14.1
AZ,2020-21,2021,Overall,40.3,1.1224399705882353,1.85596,202048.0,9967.13,13.5
AZ,2020-21,2021,Non-Hispanic White,45.2,1.1224399705882353,1.85596,202048.0,9967.13,13.5
AZ,2020-21,2021,Non-Hispanic Black,30.7,1.1224399705882353,1.85596,202048.0,9967.13,13.5
AZ,2020-21,2021,Hispanic,34.1,1.1224399705882353,1.85596,202048.0,9967.13,13.5
AZ,2020-21,2021,Non-Hispanic Asian,,1.1224399705882353,1.85596,202048.0,9967.13,13.5
AZ,2021-22,2022,Overall,36.4,1.9967860606060606,3.58688,202203.0,10331.79,13.1
AZ,2021-22,2022,Non-Hispanic White,40.0,1.9967860606060606,3.58688,202203.0,10331.79,13.1
AZ,2021-22,2022,Non-Hispanic Black,27.5,1.9967860606060606,3.58688,202203.0,10331.79,13.1
AZ,2021-22,2022,Hispanic,33.9,1.9967860606060606,3.58688,202203.0,10331.79,13.1
AZ,2021-22,2022,Non-Hispanic Asian,,1.9967860606060606,3.58688,202203.0,10331.79,13.1
AZ,2022-23,2023,Overall,38.1,2.283731212121212,5.40803,202248.0,11789.65,12.8
AZ,2022-23,2023,Non-Hispanic White,40.4,2.283731212121212,5.40803,202248.0,11789.65,12.8
AZ,2022-23,2023,Non-Hispanic Black,31.4,2.283731212121212,5.40803,202248.0,11789.65,12.8
AZ,2022-23,2023,Hispanic,34.9,2.283731212121212,5.40803,202248.0,11789.65,12.8
AZ,2022-23,2023,Non-Hispanic Asian,,2.283731212121212,5.40803,202248.0,11789.65,12.8
CA,2013-14,2014,Overall,42.6,2.7590536363636367,5.1101,201401.0,8649.18,16.4
CA,2013-14,2014,Non-Hispanic White,49.1,2.7590536363636367,5.1101,201401.0,8649.18,16.4
CA,2013-14,2014,Non-Hispanic Black,22.6,2.7590536363636367,5.1101,201401.0,8649.18,16.4
CA,2013-14,2014,Hispanic,35.9,2.7590536363636367,5.1101,201401.0,8649.18,16.4
CA,2013-14,2014,Non-Hispanic Asian,,2.7590536363636367,5.1101,201401.0,8649.18,16.4
CA,2014-15,2015,Overall,37.4,2.929709117647059,5.01063,201504.0,8956.63,16.3
CA,2014-15,2015,Non-Hispanic White,41.6,2.929709117647059,5.01063,201504.0,8956.63,16.3
CA,2014-15,2015,Non-Hispanic Black,31.0,2.929709117647059,5.01063,201504.0,8956.63,16.3
CA,2014-15,2015,Hispanic,32.6,2.929709117647059,5.01063,201504.0,8956.63,16.3
CA,2014-15,2015,Non-Hispanic Asian,,2.929709117647059,5.01063,201504.0,8956.63,16.3
CA,2015-16,2016,Overall,36.6,2.4553266666666667,4.39619,201607.0,9163.91,15.8
CA,2015-16,2016,Non-Hispanic White,39.8,2.4553266666666667,4.39619,201607.0,9163.91,15.8
CA,2015-16,2016,Non-Hispanic Black,35.3,2.4553266666666667,4.39619,201607.0,9163.91,15.8
CA,2015-16,2016,Hispanic,33.2,2.4553266666666667,4.39619,201607.0,9163.91,15.8
CA,2015-16,2016,Non-Hispanic Asian,,2.4553266666666667,4.39619,201607.0,9163.91,15.8
CA,2016-17,2017,Overall,39.8,2.131349393939394,3.52608,201652.0,9429.77,15.1
CA,2016-17,2017,Non-Hispanic White,42.7,2.131349393939394,3.52608,201652.0,9429.77,15.1
CA,2016-17,2017,Non-Hispanic Black,32.1,2.131349393939394,3.52608,201652.0,9429.77,15.1
CA,2016-17,2017,Hispanic,36.6,2.131349393939394,3.52608,201652.0,9429.77,15.1
CA,2016-17,2017,Non-Hispanic Asian,,2.131349393939394,3.52608,201652.0,9429.77,15.1
CA,2017-18,2018,Overall,33.1,2.9551796969696973,6.84245,201752.0,9832.7,14.3
CA,2017-18,2018,Non-Hispanic White,37.7,2.9551796969696973,6.84245,201752.0,9832.7,14.3
CA,2017-18,2018,Non-Hispanic Black,26.3,2.9551796969696973,6.84245,201752.0,9832.7,14.3
CA,2017-18,2018,Hispanic,28.5,2.9551796969696973,6.84245,201752.0,9832.7,14.3
CA,2017-18,2018,Non-Hispanic Asian,,2.9551796969696973,6.84245,201752.0,9832.7,14.3
CA,2018-19,2019,Overall,38.3,2.585277575757576,3.77301,201907.0,10219.52,13.4
CA,2018-19,2019,Non-Hispanic White,45.1,2.585277575757576,3.77301,201907.0,10219.52,13.4
CA,2018-19,2019,Non-Hispanic Black,27.2,2.585277575757576,3.77301,201907.0,10219.52,13.4
CA,2018-19,2019,Hispanic,33.7,2.585277575757576,3.77301,201907.0,10219.52,13.4
CA,2018-19,2019,Non-Hispanic Asian,,2.585277575757576,3.77301,201907.0,10219.52,13.4
CA,2019-20,2020,Overall,44.9,3.055715757575758,5.05518,202006.0,9875.98,12.6
CA,2019-20,2020,Non-Hispanic White,49.3,3.055715757575758,5.05518,202006.0,9875.98,12.6
CA,2019-20,2020,Non-Hispanic Black,39.8,3.055715757575758,5.05518,202006.0,9875.98,12.6
CA,2019-20,2020,Hispanic,40.5,3.055715757575758,5.05518,202006.0,9875.98,12.6
CA,2019-20,2020,Non-Hispanic Asian,,3.055715757575758,5.05518,202006.0,9875.98,12.6
CA,2020-21,2021,Overall,41.7,1.2042085588235294,2.21095,202052.0,10689.12,12.3
CA,2020-21,2021,Non-Hispanic White,48.0,1.2042085588235294,2.21095,202052.0,10689.12,12.3
CA,2020-21,2021,Non-Hispanic Black,30.0,1.2042085588235294,2.21095,202052.0,10689.12,12.3
CA,2020-21,2021,Hispanic,36.5,1.2042085588235294,2.21095,202052.0,10689.12,12.3
CA,2020-21,2021,Non-Hispanic Asian,,1.2042085588235294,2.21095,202052.0,10689.12,12.3
CA,2021-22,2022,Overall,44.0,1.873146,4.33867,202152.0,11354.83,12.1
CA,2021-22,2022,Non-Hispanic White,51.0,1.873146,4.33867,202152.0,11354.83,12.1
CA,2021-22,2022,Non-Hispanic Black,33.6,1.873146,4.33867,202152.0,11354.83,12.1
CA,2021-22,2022,Hispanic,37.2,1.873146,4.33867,202152.0,11354.83,12.1
CA,2021-22,2022,Non-Hispanic Asian,,1.873146,4.33867,202152.0,11354.83,12.1
CA,2022-23,2023,Overall,42.5,4.222679393939394,8.85566,202247.0,12124.53,12.0
CA,2022-23,2023,Non-Hispanic White,48.8,4.222679393939394,8.85566,202247.0,12124.53,12.0
CA,2022-23,2023,Non-Hispanic Black,31.9,4.222679393939394,8.85566,202247.0,12124.53,12.0
CA,2022-23,2023,Hispanic,38.4,4.222679393939394,8.85566,202247.0,12124.53,12.0
CA,2022-23,2023,Non-Hispanic Asian,,4.222679393939394,8.85566,202247.0,12124.53,12.0
CO,2013-14,2014,Overall,46.3,1.0851339454545454,2.89192,201352.0,7818.14,13.1
CO,2013-14,2014,Non-Hispanic White,46.7,1.0851339454545454,2.89192,201352.0,7818.14,13.1
CO,2013-14,2014,Non-Hispanic Black,42.3,1.0851339454545454,2.89192,201352.0,7818.14,13.1
CO,2013-14,2014,Hispanic,46.6,1.0851339454545454,2.89192,201352.0,7818.14,13.1
CO,2013-14,2014,Non-Hispanic Asian,,1.0851339454545454,2.89192,201352.0,7818.14,13.1
CO,2014-15,2015,Overall,44.8,1.3273939411764706,4.69657,201453.0,8072.09,12.7
CO,2014-15,2015,Non-Hispanic White,45.9,1.3273939411764706,4.69657,201453.0,8072.09,12.7
CO,2014-15,2015,Non-Hispanic Black,40.2,1.3273939411764706,4.69657,201453.0,8072.09,12.7
CO,2014-15,2015,Hispanic,42.8,1.3273939411764706,4.69657,201453.0,8072.09,12.7
CO,2014-15,2015,Non-Hispanic Asian,,1.3273939411764706,4.69657,201453.0,8072.09,12.7
CO,2015-16,2016,Overall,42.8,0.9836939696969697,1.80285,201612.0,8158.13,12.2
CO,2015-16,2016,Non-Hispanic White,43.9,0.9836939696969697,1.80285,201612.0,8158.13,12.2
CO,2015-16,2016,Non-Hispanic Black,39.5,0.9836939696969697,1.80285,201612.0,8158.13,12.2
CO,2015-16,2016,Hispanic,42.0,0.9836939696969697,1.80285,201612.0,8158.13,12.2
CO,2015-16,2016,Non-Hispanic Asian,,0.9836939696969697,1.80285,201612.0,8158.13,12.2
CO,2016-17,2017,Overall,42.5,1.3962240000000001,3.53982,201707.0,8415.9,11.5
CO,2016-17,2017,Non-Hispanic White,43.7,1.3962240000000001,3.53982,201707.0,8415.9,11.5
CO,2016-17,2017,Non-Hispanic Black,45.2,1.3962240000000001,3.53982,201707.0,8415.9,11.5
CO,2016-17,2017,Hispanic,36.0,1.3962240000000001,3.53982,201707.0,8415.9,11.5
CO,2016-17,2017,Non-Hispanic Asian,,1.3962240000000001,3.53982,201707.0,8415.9,11.5
CO,2017-18,2018,Overall,38.8,1.5534488787878789,3.65521,201805.0,8762.62,10.9
CO,2017-18,2018,Non-Hispanic White,40.1,1.5534488787878789,3.65521,201805.0,8762.62,10.9
CO,2017-18,2018,Non-Hispanic Black,35.0,1.5534488787878789,3.65521,201805.0,8762.62,10.9
CO,2017-18,2018,Hispanic,35.5,1.5534488787878789,3.65521,201805.0,8762.62,10.9
