state,season_label,season_end_year,race_eth,vax_coverage,wili_mean,wili_peak,wili_peak_week,spend_metric_1,poverty_pct
IA,2019-20,2020,Non-Hispanic Black,45.2,1.9649319393939393,4.84661,202007.0,8919.35,11.1
IA,2019-20,2020,Hispanic,48.4,1.9649319393939393,4.84661,202007.0,8919.35,11.1
IA,2019-20,2020,Non-Hispanic Asian,,1.9649319393939393,4.84661,202007.0,8919.35,11.1
IA,2020-21,2021,Overall,52.3,0.9925452941176471,5.58886,202045.0,9793.28,11.0
IA,2020-21,2021,Non-Hispanic White,54.9,0.9925452941176471,5.58886,202045.0,9793.28,11.0
IA,2020-21,2021,Non-Hispanic Black,36.6,0.9925452941176471,5.58886,202045.0,9793.28,11.0
IA,2020-21,2021,Hispanic,38.9,0.9925452941176471,5.58886,202045.0,9793.28,11.0
IA,2020-21,2021,Non-Hispanic Asian,,0.9925452941176471,5.58886,202045.0,9793.28,11.0
IA,2021-22,2022,Overall,48.6,2.1139951515151516,4.1841,202152.0,10038.6,11.1
IA,2021-22,2022,Non-Hispanic White,50.8,2.1139951515151516,4.1841,202152.0,10038.6,11.1
IA,2021-22,2022,Non-Hispanic Black,31.7,2.1139951515151516,4.1841,202152.0,10038.6,11.1
IA,2021-22,2022,Hispanic,36.6,2.1139951515151516,4.1841,202152.0,10038.6,11.1
IA,2021-22,2022,Non-Hispanic Asian,,2.1139951515151516,4.1841,202152.0,10038.6,11.1
IA,2022-23,2023,Overall,46.2,2.240283090909091,8.09453,202251.0,10706.99,11.0
IA,2022-23,2023,Non-Hispanic White,47.1,2.240283090909091,8.09453,202251.0,10706.99,11.0
IA,2022-23,2023,Non-Hispanic Black,32.9,2.240283090909091,8.09453,202251.0,10706.99,11.0
IA,2022-23,2023,Hispanic,41.3,2.240283090909091,8.09453,202251.0,10706.99,11.0
IA,2022-23,2023,Non-Hispanic Asian,,2.240283090909091,8.09453,202251.0,10706.99,11.0
ID,2013-14,2014,Overall,33.6,1.9621517272727274,8.42142,201401.0,7689.05,15.6
ID,2013-14,2014,Non-Hispanic White,33.6,1.9621517272727274,8.42142,201401.0,7689.05,15.6
ID,2013-14,2014,Non-Hispanic Black,66.7,1.9621517272727274,8.42142,201401.0,7689.05,15.6
ID,2013-14,2014,Hispanic,31.9,1.9621517272727274,8.42142,201401.0,7689.05,15.6
ID,2013-14,2014,Non-Hispanic Asian,,1.9621517272727274,8.42142,201401.0,7689.05,15.6
ID,2014-15,2015,Overall,38.4,3.1323934705882355,7.98092,201453.0,7946.34,15.5
ID,2014-15,2015,Non-Hispanic White,38.3,3.1323934705882355,7.98092,201453.0,7946.34,15.5
ID,2014-15,2015,Non-Hispanic Black,,3.1323934705882355,7.98092,201453.0,7946.34,15.5
ID,2014-15,2015,Hispanic,42.0,3.1323934705882355,7.98092,201453.0,7946.34,15.5
ID,2014-15,2015,Non-Hispanic Asian,,3.1323934705882355,7.98092,201453.0,7946.34,15.5
ID,2015-16,2016,Overall,34.6,1.130246090909091,2.4777,201611.0,8013.91,15.2
ID,2015-16,2016,Non-Hispanic White,35.1,1.130246090909091,2.4777,201611.0,8013.91,15.2
ID,2015-16,2016,Non-Hispanic Black,49.7,1.130246090909091,2.4777,201611.0,8013.91,15.2
ID,2015-16,2016,Hispanic,30.1,1.130246090909091,2.4777,201611.0,8013.91,15.2
ID,2015-16,2016,Non-Hispanic Asian,,1.130246090909091,2.4777,201611.0,8013.91,15.2
ID,2016-17,2017,Overall,34.5,1.0959725454545455,2.75527,201703.0,8156.96,14.5
ID,2016-17,2017,Non-Hispanic White,34.9,1.0959725454545455,2.75527,201703.0,8156.96,14.5
ID,2016-17,2017,Non-Hispanic Black,57.0,1.0959725454545455,2.75527,201703.0,8156.96,14.5
ID,2016-17,2017,Hispanic,33.9,1.0959725454545455,2.75527,201703.0,8156.96,14.5
ID,2016-17,2017,Non-Hispanic Asian,,1.0959725454545455,2.75527,201703.0,8156.96,14.5
ID,2017-18,2018,Overall,32.1,1.2878501515151515,3.68324,201802.0,8465.02,13.8
ID,2017-18,2018,Non-Hispanic White,32.8,1.2878501515151515,3.68324,201802.0,8465.02,13.8
ID,2017-18,2018,Non-Hispanic Black,,1.2878501515151515,3.68324,201802.0,8465.02,13.8
ID,2017-18,2018,Hispanic,30.5,1.2878501515151515,3.68324,201802.0,8465.02,13.8
ID,2017-18,2018,Non-Hispanic Asian,,1.2878501515151515,3.68324,201802.0,8465.02,13.8
ID,2018-19,2019,Overall,38.3,1.3845834303030302,5.05556,201906.0,8580.02,13.1
ID,2018-19,2019,Non-Hispanic White,38.6,1.3845834303030302,5.05556,201906.0,8580.02,13.1
ID,2018-19,2019,Non-Hispanic Black,,1.3845834303030302,5.05556,201906.0,8580.02,13.1
ID,2018-19,2019,Hispanic,38.0,1.3845834303030302,5.05556,201906.0,8580.02,13.1
ID,2018-19,2019,Non-Hispanic Asian,,1.3845834303030302,5.05556,201906.0,8580.02,13.1
ID,2019-20,2020,Overall,40.1,2.0581617575757574,5.52826,202014.0,8269.7,11.9
ID,2019-20,2020,Non-Hispanic White,39.8,2.0581617575757574,5.52826,202014.0,8269.7,11.9
ID,2019-20,2020,Non-Hispanic Black,0.0,2.0581617575757574,5.52826,202014.0,8269.7,11.9
ID,2019-20,2020,Hispanic,40.6,2.0581617575757574,5.52826,202014.0,8269.7,11.9
ID,2019-20,2020,Non-Hispanic Asian,,2.0581617575757574,5.52826,202014.0,8269.7,11.9
ID,2020-21,2021,Overall,38.2,1.0171901176470588,2.0324,202045.0,8900.75,11.4
ID,2020-21,2021,Non-Hispanic White,39.6,1.0171901176470588,2.0324,202045.0,8900.75,11.4
ID,2020-21,2021,Non-Hispanic Black,0.0,1.0171901176470588,2.0324,202045.0,8900.75,11.4
ID,2020-21,2021,Hispanic,34.4,1.0171901176470588,2.0324,202045.0,8900.75,11.4
ID,2020-21,2021,Non-Hispanic Asian,,1.0171901176470588,2.0324,202045.0,8900.75,11.4
ID,2021-22,2022,Overall,36.4,1.9690896666666664,4.68549,202203.0,9213.02,11.0
ID,2021-22,2022,Non-Hispanic White,37.7,1.9690896666666664,4.68549,202203.0,9213.02,11.0
ID,2021-22,2022,Non-Hispanic Black,34.7,1.9690896666666664,4.68549,202203.0,9213.02,11.0
ID,2021-22,2022,Hispanic,30.7,1.9690896666666664,4.68549,202203.0,9213.02,11.0
ID,2021-22,2022,Non-Hispanic Asian,,1.9690896666666664,4.68549,202203.0,9213.02,11.0
ID,2022-23,2023,Overall,32.5,2.5838855454545455,9.56539,202250.0,9989.49,10.6
ID,2022-23,2023,Non-Hispanic White,32.9,2.5838855454545455,9.56539,202250.0,9989.49,10.6
ID,2022-23,2023,Non-Hispanic Black,57.9,2.5838855454545455,9.56539,202250.0,9989.49,10.6
ID,2022-23,2023,Hispanic,31.4,2.5838855454545455,9.56539,202250.0,9989.49,10.6
ID,2022-23,2023,Non-Hispanic Asian,,2.5838855454545455,9.56539,202250.0,9989.49,10.6
IL,2013-14,2014,Overall,38.6,2.225062121212121,4.50831,201352.0,9545.61,14.4
IL,2013-14,2014,Non-Hispanic White,42.1,2.225062121212121,4.50831,201352.0,9545.61,14.4
IL,2013-14,2014,Non-Hispanic Black,31.2,2.225062121212121,4.50831,201352.0,9545.61,14.4
IL,2013-14,2014,Hispanic,33.2,2.225062121212121,4.50831,201352.0,9545.61,14.4
IL,2013-14,2014,Non-Hispanic Asian,,2.225062121212121,4.50831,201352.0,9545.61,14.4
IL,2014-15,2015,Overall,38.0,2.6607573529411765,5.97552,201451.0,9739.27,14.3
IL,2014-15,2015,Non-Hispanic White,39.9,2.6607573529411765,5.97552,201451.0,9739.27,14.3
IL,2014-15,2015,Non-Hispanic Black,32.3,2.6607573529411765,5.97552,201451.0,9739.27,14.3
IL,2014-15,2015,Hispanic,34.3,2.6607573529411765,5.97552,201451.0,9739.27,14.3
IL,2014-15,2015,Non-Hispanic Asian,,2.6607573529411765,5.97552,201451.0,9739.27,14.3
IL,2015-16,2016,Overall,37.8,2.4025957575757575,4.17069,201609.0,9894.28,14.0
IL,2015-16,2016,Non-Hispanic White,38.8,2.4025957575757575,4.17069,201609.0,9894.28,14.0
IL,2015-16,2016,Non-Hispanic Black,30.9,2.4025957575757575,4.17069,201609.0,9894.28,14.0
IL,2015-16,2016,Hispanic,41.6,2.4025957575757575,4.17069,201609.0,9894.28,14.0
IL,2015-16,2016,Non-Hispanic Asian,,2.4025957575757575,4.17069,201609.0,9894.28,14.0
IL,2016-17,2017,Overall,38.0,2.4274854545454545,4.76881,201707.0,10118.76,13.5
IL,2016-17,2017,Non-Hispanic White,41.1,2.4274854545454545,4.76881,201707.0,10118.76,13.5
IL,2016-17,2017,Non-Hispanic Black,34.0,2.4274854545454545,4.76881,201707.0,10118.76,13.5
IL,2016-17,2017,Hispanic,30.9,2.4274854545454545,4.76881,201707.0,10118.76,13.5
IL,2016-17,2017,Non-Hispanic Asian,,2.4274854545454545,4.76881,201707.0,10118.76,13.5
IL,2017-18,2018,Overall,34.8,2.7151645454545457,6.44354,201752.0,10524.22,13.1
IL,2017-18,2018,Non-Hispanic White,37.1,2.7151645454545457,6.44354,201752.0,10524.22,13.1
IL,2017-18,2018,Non-Hispanic Black,26.4,2.7151645454545457,6.44354,201752.0,10524.22,13.1
IL,2017-18,2018,Hispanic,31.2,2.7151645454545457,6.44354,201752.0,10524.22,13.1
IL,2017-18,2018,Non-Hispanic Asian,,2.7151645454545457,6.44354,201752.0,10524.22,13.1
IL,2018-19,2019,Overall,39.2,2.0137223636363637,3.6678,201911.0,10768.18,12.5
IL,2018-19,2019,Non-Hispanic White,42.8,2.0137223636363637,3.6678,201911.0,10768.18,12.5
IL,2018-19,2019,Non-Hispanic Black,33.0,2.0137223636363637,3.6678,201911.0,10768.18,12.5
IL,2018-19,2019,Hispanic,34.1,2.0137223636363637,3.6678,201911.0,10768.18,12.5
IL,2018-19,2019,Non-Hispanic Asian,,2.0137223636363637,3.6678,201911.0,10768.18,12.5
IL,2019-20,2020,Overall,46.9,3.759165151515152,7.402,202006.0,10213.08,12.0
IL,2019-20,2020,Non-Hispanic White,51.2,3.759165151515152,7.402,202006.0,10213.08,12.0
IL,2019-20,2020,Non-Hispanic Black,41.4,3.759165151515152,7.402,202006.0,10213.08,12.0
IL,2019-20,2020,Hispanic,43.0,3.759165151515152,7.402,202006.0,10213.08,12.0
IL,2019-20,2020,Non-Hispanic Asian,,3.759165151515152,7.402,202006.0,10213.08,12.0
IL,2020-21,2021,Overall,47.5,0.8170302058823529,1.48618,202045.0,11126.28,11.8
IL,2020-21,2021,Non-Hispanic White,53.6,0.8170302058823529,1.48618,202045.0,11126.28,11.8
IL,2020-21,2021,Non-Hispanic Black,33.8,0.8170302058823529,1.48618,202045.0,11126.28,11.8
IL,2020-21,2021,Hispanic,43.5,0.8170302058823529,1.48618,202045.0,11126.28,11.8
IL,2020-21,2021,Non-Hispanic Asian,,0.8170302058823529,1.48618,202045.0,11126.28,11.8
IL,2021-22,2022,Overall,42.5,1.8765969393939392,3.474,202201.0,11536.34,11.8
IL,2021-22,2022,Non-Hispanic White,46.6,1.8765969393939392,3.474,202201.0,11536.34,11.8
IL,2021-22,2022,Non-Hispanic Black,35.2,1.8765969393939392,3.474,202201.0,11536.34,11.8
IL,2021-22,2022,Hispanic,34.2,1.8765969393939392,3.474,202201.0,11536.34,11.8
IL,2021-22,2022,Non-Hispanic Asian,,1.8765969393939392,3.474,202201.0,11536.34,11.8
IL,2022-23,2023,Overall,42.9,2.9363069696969695,6.56306,202247.0,12443.81,11.7
IL,2022-23,2023,Non-Hispanic White,47.8,2.9363069696969695,6.56306,202247.0,12443.81,11.7
IL,2022-23,2023,Non-Hispanic Black,26.9,2.9363069696969695,6.56306,202247.0,12443.81,11.7
IL,2022-23,2023,Hispanic,35.4,2.9363069696969695,6.56306,202247.0,12443.81,11.7
IL,2022-23,2023,Non-Hispanic Asian,,2.9363069696969695,6.56306,202247.0,12443.81,11.7
IN,2013-14,2014,Overall,36.3,1.7147051515151515,5.72125,201352.0,9370.22,15.5
IN,2013-14,2014,Non-Hispanic White,37.3,1.7147051515151515,5.72125,201352.0,9370.22,15.5
IN,2013-14,2014,Non-Hispanic Black,26.8,1.7147051515151515,5.72125,201352.0,9370.22,15.5
IN,2013-14,2014,Hispanic,40.8,1.7147051515151515,5.72125,201352.0,9370.22,15.5
IN,2013-14,2014,Non-Hispanic Asian,,1.7147051515151515,5.72125,201352.0,9370.22,15.5
IN,2014-15,2015,Overall,40.2,2.0983507352941175,8.96499,201452.0,9672.35,15.4
IN,2014-15,2015,Non-Hispanic White,41.8,2.0983507352941175,8.96499,201452.0,9672.35,15.4
IN,2014-15,2015,Non-Hispanic Black,30.4,2.0983507352941175,8.96499,201452.0,9672.35,15.4
IN,2014-15,2015,Hispanic,32.3,2.0983507352941175,8.96499,201452.0,9672.35,15.4
IN,2014-15,2015,Non-Hispanic Asian,,2.0983507352941175,8.96499,201452.0,9672.35,15.4
IN,2015-16,2016,Overall,38.7,1.6485981818181819,4.73192,201610.0,9692.45,15.0
IN,2015-16,2016,Non-Hispanic White,39.7,1.6485981818181819,4.73192,201610.0,9692.45,15.0
IN,2015-16,2016,Non-Hispanic Black,34.2,1.6485981818181819,4.73192,201610.0,9692.45,15.0
IN,2015-16,2016,Hispanic,38.0,1.6485981818181819,4.73192,201610.0,9692.45,15.0
IN,2015-16,2016,Non-Hispanic Asian,,1.6485981818181819,4.73192,201610.0,9692.45,15.0
IN,2016-17,2017,Overall,37.8,2.207001,5.99604,201707.0,9841.4,14.6
IN,2016-17,2017,Non-Hispanic White,38.5,2.207001,5.99604,201707.0,9841.4,14.6
IN,2016-17,2017,Non-Hispanic Black,36.0,2.207001,5.99604,201707.0,9841.4,14.6
IN,2016-17,2017,Hispanic,36.3,2.207001,5.99604,201707.0,9841.4,14.6
IN,2016-17,2017,Non-Hispanic Asian,,2.207001,5.99604,201707.0,9841.4,14.6
IN,2017-18,2018,Overall,32.4,3.4885318181818183,8.36013,201806.0,10183.83,14.1
IN,2017-18,2018,Non-Hispanic White,32.0,3.4885318181818183,8.36013,201806.0,10183.83,14.1
IN,2017-18,2018,Non-Hispanic Black,32.5,3.4885318181818183,8.36013,201806.0,10183.83,14.1
IN,2017-18,2018,Hispanic,33.3,3.4885318181818183,8.36013,201806.0,10183.83,14.1
IN,2017-18,2018,Non-Hispanic Asian,,3.4885318181818183,8.36013,201806.0,10183.83,14.1
IN,2018-19,2019,Overall,41.5,2.7244394242424246,5.88934,201911.0,10568.14,13.4
IN,2018-19,2019,Non-Hispanic White,42.6,2.7244394242424246,5.88934,201911.0,10568.14,13.4
IN,2018-19,2019,Non-Hispanic Black,36.1,2.7244394242424246,5.88934,201911.0,10568.14,13.4
IN,2018-19,2019,Hispanic,39.2,2.7244394242424246,5.88934,201911.0,10568.14,13.4
IN,2018-19,2019,Non-Hispanic Asian,,2.7244394242424246,5.88934,201911.0,10568.14,13.4
IN,2019-20,2020,Overall,45.8,2.705567787878788,6.49304,202006.0,10213.45,12.9
IN,2019-20,2020,Non-Hispanic White,47.2,2.705567787878788,6.49304,202006.0,10213.45,12.9
IN,2019-20,2020,Non-Hispanic Black,39.7,2.705567787878788,6.49304,202006.0,10213.45,12.9
IN,2019-20,2020,Hispanic,41.1,2.705567787878788,6.49304,202006.0,10213.45,12.9
IN,2019-20,2020,Non-Hispanic Asian,,2.705567787878788,6.49304,202006.0,10213.45,12.9
IN,2020-21,2021,Overall,42.9,1.0498566470588235,1.69646,202046.0,10930.91,12.5
IN,2020-21,2021,Non-Hispanic White,44.8,1.0498566470588235,1.69646,202046.0,10930.91,12.5
IN,2020-21,2021,Non-Hispanic Black,35.3,1.0498566470588235,1.69646,202046.0,10930.91,12.5
IN,2020-21,2021,Hispanic,35.1,1.0498566470588235,1.69646,202046.0,10930.91,12.5
IN,2020-21,2021,Non-Hispanic Asian,,1.0498566470588235,1.69646,202046.0,10930.91,12.5
IN,2021-22,2022,Overall,43.5,1.7410240303030302,3.24352,202152.0,11241.34,12.3
IN,2021-22,2022,Non-Hispanic White,46.0,1.7410240303030302,3.24352,202152.0,11241.34,12.3
IN,2021-22,2022,Non-Hispanic Black,34.8,1.7410240303030302,3.24352,202152.0,11241.34,12.3
IN,2021-22,2022,Hispanic,32.8,1.7410240303030302,3.24352,202152.0,11241.34,12.3
IN,2021-22,2022,Non-Hispanic Asian,,1.7410240303030302,3.24352,202152.0,11241.34,12.3
IN,2022-23,2023,Overall,40.0,2.7403375757575756,7.30833,202249.0,12043.14,12.2
IN,2022-23,2023,Non-Hispanic White,41.9,2.7403375757575756,7.30833,202249.0,12043.14,12.2
IN,2022-23,2023,Non-Hispanic Black,32.1,2.7403375757575756,7.30833,202249.0,12043.14,12.2
IN,2022-23,2023,Hispanic,30.8,2.7403375757575756,7.30833,202249.0,12043.14,12.2
IN,2022-23,2023,Non-Hispanic Asian,,2.7403375757575756,7.30833,202249.0,12043.14,12.2
KS,2013-14,2014,Overall,42.9,1.9438509999999998,5.97403,201352.0,9018.68,13.8
KS,2013-14,2014,Non-Hispanic White,42.8,1.9438509999999998,5.97403,201352.0,9018.68,13.8
KS,2013-14,2014,Non-Hispanic Black,42.2,1.9438509999999998,5.97403,201352.0,9018.68,13.8
KS,2013-14,2014,Hispanic,47.2,1.9438509999999998,5.97403,201352.0,9018.68,13.8
KS,2013-14,2014,Non-Hispanic Asian,,1.9438509999999998,5.97403,201352.0,9018.68,13.8
KS,2014-15,2015,Overall,43.9,3.268912529411765,8.78582,201453.0,9357.49,13.6
KS,2014-15,2015,Non-Hispanic White,45.1,3.268912529411765,8.78582,201453.0,9357.49,13.6
KS,2014-15,2015,Non-Hispanic Black,37.3,3.268912529411765,8.78582,201453.0,9357.49,13.6
KS,2014-15,2015,Hispanic,41.6,3.268912529411765,8.78582,201453.0,9357.49,13.6
KS,2014-15,2015,Non-Hispanic Asian,,3.268912529411765,8.78582,201453.0,9357.49,13.6
KS,2015-16,2016,Overall,40.7,1.6014934242424241,3.26718,201610.0,9438.49,13.3
KS,2015-16,2016,Non-Hispanic White,42.0,1.6014934242424241,3.26718,201610.0,9438.49,13.3
KS,2015-16,2016,Non-Hispanic Black,40.8,1.6014934242424241,3.26718,201610.0,9438.49,13.3
KS,2015-16,2016,Hispanic,37.4,1.6014934242424241,3.26718,201610.0,9438.49,13.3
KS,2015-16,2016,Non-Hispanic Asian,,1.6014934242424241,3.26718,201610.0,9438.49,13.3
KS,2016-17,2017,Overall,39.4,2.957320090909091,10.3592,201706.0,9777.67,12.8
KS,2016-17,2017,Non-Hispanic White,39.6,2.957320090909091,10.3592,201706.0,9777.67,12.8
KS,2016-17,2017,Non-Hispanic Black,29.7,2.957320090909091,10.3592,201706.0,9777.67,12.8
KS,2016-17,2017,Hispanic,41.4,2.957320090909091,10.3592,201706.0,9777.67,12.8
KS,2016-17,2017,Non-Hispanic Asian,,2.957320090909091,10.3592,201706.0,9777.67,12.8
KS,2017-18,2018,Overall,36.4,4.488544696969697,11.6555,201806.0,10158.0,12.4
KS,2017-18,2018,Non-Hispanic White,36.1,4.488544696969697,11.6555,201806.0,10158.0,12.4
KS,2017-18,2018,Non-Hispanic Black,30.6,4.488544696969697,11.6555,201806.0,10158.0,12.4
KS,2017-18,2018,Hispanic,43.8,4.488544696969697,11.6555,201806.0,10158.0,12.4
KS,2017-18,2018,Non-Hispanic Asian,,4.488544696969697,11.6555,201806.0,10158.0,12.4
KS,2018-19,2019,Overall,46.3,2.4260360000000003,5.78811,201908.0,10491.64,12.0
KS,2018-19,2019,Non-Hispanic White,48.4,2.4260360000000003,5.78811,201908.0,10491.64,12.0
KS,2018-19,2019,Non-Hispanic Black,40.2,2.4260360000000003,5.78811,201908.0,10491.64,12.0
KS,2018-19,2019,Hispanic,39.2,2.4260360000000003,5.78811,201908.0,10491.64,12.0
KS,2018-19,2019,Non-Hispanic Asian,,2.4260360000000003,5.78811,201908.0,10491.64,12.0
KS,2019-20,2020,Overall,49.9,4.023145060606061,8.43652,202006.0,10189.49,11.4
KS,2019-20,2020,Non-Hispanic White,52.4,4.023145060606061,8.43652,202006.0,10189.49,11.4
KS,2019-20,2020,Non-Hispanic Black,42.2,4.023145060606061,8.43652,202006.0,10189.49,11.4
KS,2019-20,2020,Hispanic,41.8,4.023145060606061,8.43652,202006.0,10189.49,11.4
KS,2019-20,2020,Non-Hispanic Asian,,4.023145060606061,8.43652,202006.0,10189.49,11.4
KS,2020-21,2021,Overall,46.8,0.9498516764705881,1.92234,202047.0,11037.12,11.5
KS,2020-21,2021,Non-Hispanic White,49.0,0.9498516764705881,1.92234,202047.0,11037.12,11.5
KS,2020-21,2021,Non-Hispanic Black,40.6,0.9498516764705881,1.92234,202047.0,11037.12,11.5
KS,2020-21,2021,Hispanic,40.7,0.9498516764705881,1.92234,202047.0,11037.12,11.5
KS,2020-21,2021,Non-Hispanic Asian,,0.9498516764705881,1.92234,202047.0,11037.12,11.5
KS,2021-22,2022,Overall,45.2,2.0436354545454547,3.87324,202150.0,11281.19,11.6
KS,2021-22,2022,Non-Hispanic White,47.4,2.0436354545454547,3.87324,202150.0,11281.19,11.6
KS,2021-22,2022,Non-Hispanic Black,40.7,2.0436354545454547,3.87324,202150.0,11281.19,11.6
KS,2021-22,2022,Hispanic,35.2,2.0436354545454547,3.87324,202150.0,11281.19,11.6
KS,2021-22,2022,Non-Hispanic Asian,,2.0436354545454547,3.87324,202150.0,11281.19,11.6
KS,2022-23,2023,Overall,42.9,2.544335,8.03417,202247.0,12390.06,11.5
KS,2022-23,2023,Non-Hispanic White,44.5,2.544335,8.03417,202247.0,12390.06,11.5
KS,2022-23,2023,Non-Hispanic Black,39.7,2.544335,8.03417,202247.0,12390.06,11.5
KS,2022-23,2023,Hispanic,39.9,2.544335,8.03417,202247.0,12390.06,11.5
KS,2022-23,2023,Non-Hispanic Asian,,2.544335,8.03417,202247.0,12390.06,11.5
KY,2013-14,2014,Overall,41.8,0.5772246151515151,1.92635,201401.0,9102.52,18.9
KY,2013-14,2014,Non-Hispanic White,42.2,0.5772246151515151,1.92635,201401.0,9102.52,18.9
KY,2013-14,2014,Non-Hispanic Black,40.0,0.5772246151515151,1.92635,201401.0,9102.52,18.9
KY,2013-14,2014,Hispanic,44.7,0.5772246151515151,1.92635,201401.0,9102.52,18.9
KY,2013-14,2014,Non-Hispanic Asian,,0.5772246151515151,1.92635,201401.0,9102.52,18.9
KY,2014-15,2015,Overall,45.1,0.7442540205882353,3.45241,201453.0,9425.76,18.9
KY,2014-15,2015,Non-Hispanic White,45.3,0.7442540205882353,3.45241,201453.0,9425.76,18.9
KY,2014-15,2015,Non-Hispanic Black,40.2,0.7442540205882353,3.45241,201453.0,9425.76,18.9
KY,2014-15,2015,Hispanic,50.5,0.7442540205882353,3.45241,201453.0,9425.76,18.9
KY,2014-15,2015,Non-Hispanic Asian,,0.7442540205882353,3.45241,201453.0,9425.76,18.9
KY,2015-16,2016,Overall,39.8,0.8855116363636364,2.67058,201610.0,9470.02,18.8
KY,2015-16,2016,Non-Hispanic White,40.8,0.8855116363636364,2.67058,201610.0,9470.02,18.8
KY,2015-16,2016,Non-Hispanic Black,30.2,0.8855116363636364,2.67058,201610.0,9470.02,18.8
KY,2015-16,2016,Hispanic,46.3,0.8855116363636364,2.67058,201610.0,9470.02,18.8
KY,2015-16,2016,Non-Hispanic Asian,,0.8855116363636364,2.67058,201610.0,9470.02,18.8
KY,2016-17,2017,Overall,38.9,3.1802596666666667,9.21883,201707.0,9811.0,18.3
KY,2016-17,2017,Non-Hispanic White,39.1,3.1802596666666667,9.21883,201707.0,9811.0,18.3
KY,2016-17,2017,Non-Hispanic Black,35.9,3.1802596666666667,9.21883,201707.0,9811.0,18.3
KY,2016-17,2017,Hispanic,40.6,3.1802596666666667,9.21883,201707.0,9811.0,18.3
KY,2016-17,2017,Non-Hispanic Asian,,3.1802596666666667,9.21883,201707.0,9811.0,18.3
KY,2017-18,2018,Overall,38.1,4.513855242424242,12.2925,201802.0,10150.95,17.9
KY,2017-18,2018,Non-Hispanic White,38.7,4.513855242424242,12.2925,201802.0,10150.95,17.9
KY,2017-18,2018,Non-Hispanic Black,31.2,4.513855242424242,12.2925,201802.0,10150.95,17.9
KY,2017-18,2018,Hispanic,48.9,4.513855242424242,12.2925,201802.0,10150.95,17.9
KY,2017-18,2018,Non-Hispanic Asian,,4.513855242424242,12.2925,201802.0,10150.95,17.9
KY,2018-19,2019,Overall,42.4,3.6098741212121213,9.84873,201905.0,10449.08,17.3
KY,2018-19,2019,Non-Hispanic White,43.4,3.6098741212121213,9.84873,201905.0,10449.08,17.3
KY,2018-19,2019,Non-Hispanic Black,35.1,3.6098741212121213,9.84873,201905.0,10449.08,17.3
KY,2018-19,2019,Hispanic,45.5,3.6098741212121213,9.84873,201905.0,10449.08,17.3
KY,2018-19,2019,Non-Hispanic Asian,,3.6098741212121213,9.84873,201905.0,10449.08,17.3
KY,2019-20,2020,Overall,45.4,4.483513151515152,11.0917,202006.0,9964.98,16.6
KY,2019-20,2020,Non-Hispanic White,46.7,4.483513151515152,11.0917,202006.0,9964.98,16.6
KY,2019-20,2020,Non-Hispanic Black,39.3,4.483513151515152,11.0917,202006.0,9964.98,16.6
KY,2019-20,2020,Hispanic,39.1,4.483513151515152,11.0917,202006.0,9964.98,16.6
KY,2019-20,2020,Non-Hispanic Asian,,4.483513151515152,11.0917,202006.0,9964.98,16.6
KY,2020-21,2021,Overall,41.4,1.0679572058823528,1.66865,202048.0,10676.23,16.3
KY,2020-21,2021,Non-Hispanic White,42.8,1.0679572058823528,1.66865,202048.0,10676.23,16.3
KY,2020-21,2021,Non-Hispanic Black,32.4,1.0679572058823528,1.66865,202048.0,10676.23,16.3
KY,2020-21,2021,Hispanic,32.3,1.0679572058823528,1.66865,202048.0,10676.23,16.3
KY,2020-21,2021,Non-Hispanic Asian,,1.0679572058823528,1.66865,202048.0,10676.23,16.3
KY,2021-22,2022,Overall,41.2,2.337632121212121,4.28568,202152.0,11065.74,16.1
KY,2021-22,2022,Non-Hispanic White,42.4,2.337632121212121,4.28568,202152.0,11065.74,16.1
KY,2021-22,2022,Non-Hispanic Black,30.2,2.337632121212121,4.28568,202152.0,11065.74,16.1
KY,2021-22,2022,Hispanic,44.8,2.337632121212121,4.28568,202152.0,11065.74,16.1
KY,2021-22,2022,Non-Hispanic Asian,,2.337632121212121,4.28568,202152.0,11065.74,16.1
KY,2022-23,2023,Overall,38.3,3.43853,11.077,202247.0,11852.83,16.1
KY,2022-23,2023,Non-Hispanic White,38.9,3.43853,11.077,202247.0,11852.83,16.1
KY,2022-23,2023,Non-Hispanic Black,27.8,3.43853,11.077,202247.0,11852.83,16.1
KY,2022-23,2023,Hispanic,28.2,3.43853,11.077,202247.0,11852.83,16.1
KY,2022-23,2023,Non-Hispanic Asian,,3.43853,11.077,202247.0,11852.83,16.1
LA,2013-14,2014,Overall,37.1,,,,10997.31,19.6
LA,2013-14,2014,Non-Hispanic White,38.6,,,,10997.31,19.6
LA,2013-14,2014,Non-Hispanic Black,33.3,,,,10997.31,19.6
LA,2013-14,2014,Hispanic,41.5,,,,10997.31,19.6
LA,2013-14,2014,Non-Hispanic Asian,,,,,10997.31,19.6
LA,2014-15,2015,Overall,38.6,,,,11265.53,19.8
LA,2014-15,2015,Non-Hispanic White,40.0,,,,11265.53,19.8
LA,2014-15,2015,Non-Hispanic Black,35.7,,,,11265.53,19.8
LA,2014-15,2015,Hispanic,44.7,,,,11265.53,19.8
LA,2014-15,2015,Non-Hispanic Asian,,,,,11265.53,19.8
LA,2015-16,2016,Overall,33.8,,,,11399.54,19.7
