REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,IS_IMPUTED
States,New Jersey,2013,32,60,9,2809,False
States,New Mexico,2013,32,70,15,5924,False
States,New York,2013,32,40,173,7120,False
States,North Carolina,2013,32,23,15,3129,False
States,North Dakota,2013,32,0,2,417,False
States,Ohio,2013,32,9,26,7114,False
States,Oklahoma,2013,32,6,16,2258,False
States,Oregon,2013,32,3,6,1045,False
States,Pennsylvania,2013,32,51,34,8943,False
States,Rhode Island,2013,32,0,18,4036,False
States,South Carolina,2013,32,1,10,4176,False
States,South Dakota,2013,32,1,3,558,False
States,Tennessee,2013,32,2,49,8643,False
States,Texas,2013,32,425,54,29922,False
States,Utah,2013,32,168,43,17263,False
States,Vermont,2013,32,23,7,1704,False
States,Virginia,2013,32,330,72,52568,False
States,Washington,2013,32,7,9,4315,False
States,West Virginia,2013,32,18,27,10251,False
States,Wisconsin,2013,32,6,29,2415,False
States,Wyoming,2013,32,7,13,2336,False
States,Virgin Islands,2013,32,5,1,323,False
States,New York City,2013,32,782,41,86658,False
States,Alabama,2013,33,24,15,7805,False
States,Alaska,2013,33,5,5,1789,False
States,Arizona,2013,33,109,21,13778,False
States,Arkansas,2013,33,1,5,1155,False
States,California,2013,33,285,75,23371,False
States,Colorado,2013,33,93,11,20731,False
States,Connecticut,2013,33,0,3,71,False
States,Delaware,2013,33,0,1,224,False
States,District of Columbia,2013,33,68,1,1345,False
States,Florida,2013,33,104,65,15844,False
States,Georgia,2013,33,97,29,27082,False
States,Hawaii,2013,33,8,12,1304,False
States,Idaho,2013,33,0,4,1136,False
States,Illinois,2013,33,385,70,35846,False
States,Indiana,2013,33,25,30,5980,False
States,Iowa,2013,33,0,3,671,False
States,Kansas,2013,33,5,13,2898,False
States,Kentucky,2013,33,6,5,5148,False
States,Louisiana,2013,33,352,48,28837,False
States,Maine,2013,33,29,29,4923,False
States,Maryland,2013,33,65,10,6945,False
States,Massachusetts,2013,33,101,27,22628,False
States,Michigan,2013,33,75,25,6591,False
States,Minnesota,2013,33,31,11,3739,False
States,Mississippi,2013,33,231,38,12477,False
States,Missouri,2013,33,3,19,3156,False
States,Montana,2013,33,0,4,628,False
States,Nebraska,2013,33,47,9,1597,False
States,Nevada,2013,33,28,15,5477,False
States,New Hampshire,2013,33,1,14,2188,False
States,New Jersey,2013,33,35,9,2874,False
States,New Mexico,2013,33,57,15,6251,False
States,New York,2013,33,27,173,7342,False
States,North Carolina,2013,33,39,16,3780,False
States,North Dakota,2013,33,0,1,290,False
States,Ohio,2013,33,22,26,7101,False
States,Oklahoma,2013,33,4,16,2465,False
States,Oregon,2013,33,0,6,956,False
States,Pennsylvania,2013,33,53,34,9276,False
States,Rhode Island,2013,33,0,18,3829,False
States,South Carolina,2013,33,1,10,4329,False
States,South Dakota,2013,33,2,3,610,False
States,Tennessee,2013,33,5,48,8472,False
States,Texas,2013,33,491,50,29825,False
States,Utah,2013,33,123,43,14247,False
States,Vermont,2013,33,29,7,1692,False
States,Virginia,2013,33,367,66,49036,False
States,Washington,2013,33,8,9,3893,False
States,West Virginia,2013,33,19,27,9839,False
States,Wisconsin,2013,33,7,28,2404,False
States,Wyoming,2013,33,6,13,2595,False
States,Virgin Islands,2013,33,8,1,345,False
States,New York City,2013,33,687,40,85718,False
States,Alabama,2013,34,33,16,7850,False
States,Alaska,2013,34,3,4,1662,False
States,Arizona,2013,34,66,21,14533,False
States,Arkansas,2013,34,1,5,1488,False
States,California,2013,34,294,73,24628,False
States,Colorado,2013,34,98,11,21368,False
States,Connecticut,2013,34,1,4,336,False
States,Delaware,2013,34,0,1,232,False
States,District of Columbia,2013,34,65,1,1115,False
States,Florida,2013,34,134,64,16827,False
States,Georgia,2013,34,143,28,29633,False
States,Hawaii,2013,34,8,11,1517,False
States,Idaho,2013,34,1,4,1238,False
States,Illinois,2013,34,363,71,38547,False
States,Indiana,2013,34,18,29,6570,False
States,Iowa,2013,34,0,3,1038,False
States,Kansas,2013,34,4,14,3270,False
States,Kentucky,2013,34,8,5,5364,False
States,Louisiana,2013,34,398,50,30467,False
States,Maine,2013,34,19,29,5039,False
States,Maryland,2013,34,80,9,6486,False
States,Massachusetts,2013,34,121,26,23008,False
States,Michigan,2013,34,78,26,7068,False
States,Minnesota,2013,34,30,11,3995,False
States,Mississippi,2013,34,371,39,16047,False
States,Missouri,2013,34,4,19,3800,False
States,Montana,2013,34,0,4,1542,False
States,Nebraska,2013,34,46,9,1554,False
States,Nevada,2013,34,22,15,5215,False
States,New Hampshire,2013,34,2,16,2374,False
States,New Jersey,2013,34,35,9,3056,False
States,New Mexico,2013,34,86,18,7443,False
States,New York,2013,34,34,173,7471,False
States,North Carolina,2013,34,36,16,4149,False
States,North Dakota,2013,34,0,1,238,False
States,Ohio,2013,34,25,26,9075,False
States,Oklahoma,2013,34,20,13,1832,False
States,Oregon,2013,34,0,6,941,False
States,Pennsylvania,2013,34,41,35,10162,False
States,Rhode Island,2013,34,0,18,4180,False
States,South Carolina,2013,34,1,10,5173,False
States,South Dakota,2013,34,1,3,562,False
States,Tennessee,2013,34,10,49,10376,False
States,Texas,2013,34,542,53,32827,False
States,Utah,2013,34,124,42,14633,False
States,Vermont,2013,34,21,6,1545,False
States,Virginia,2013,34,155,53,15389,False
States,Washington,2013,34,11,9,5363,False
States,West Virginia,2013,34,16,29,16019,False
States,Wisconsin,2013,34,6,27,2106,False
States,Wyoming,2013,34,0,13,2621,False
States,Virgin Islands,2013,34,10,1,340,False
States,New York City,2013,34,732,37,83653,False
States,Alabama,2013,35,37,16,8225,False
States,Alaska,2013,35,4,4,1704,False
States,Arizona,2013,35,113,20,14608,False
States,Arkansas,2013,35,1,5,1735,False
States,California,2013,35,389,75,25419,False
States,Colorado,2013,35,0,0,0,False
States,Connecticut,2013,35,0,4,1077,False
States,Delaware,2013,35,0,1,264,False
States,District of Columbia,2013,35,69,1,1349,False
States,Florida,2013,35,208,59,16882,False
States,Georgia,2013,35,147,29,30559,False
States,Hawaii,2013,35,11,11,821,False
States,Idaho,2013,35,1,4,1267,False
States,Illinois,2013,35,383,68,37115,False
States,Indiana,2013,35,27,28,7716,False
States,Iowa,2013,35,0,3,1259,False
States,Kansas,2013,35,9,13,3042,False
States,Kentucky,2013,35,8,5,5221,False
States,Louisiana,2013,35,501,51,31894,False
States,Maine,2013,35,33,29,4851,False
States,Maryland,2013,35,63,8,2845,False
States,Massachusetts,2013,35,97,28,25529,False
States,Michigan,2013,35,106,27,7744,False
States,Minnesota,2013,35,31,10,4027,False
States,Mississippi,2013,35,399,38,15822,False
States,Missouri,2013,35,3,18,3686,False
States,Montana,2013,35,0,4,1717,False
States,Nebraska,2013,35,8,8,1048,False
States,Nevada,2013,35,24,13,4291,False
States,New Hampshire,2013,35,0,16,2683,False
States,New Jersey,2013,35,44,9,3266,False
States,New Mexico,2013,35,73,14,6609,False
States,New York,2013,35,33,170,8325,False
States,North Carolina,2013,35,3,14,3365,False
States,North Dakota,2013,35,0,1,252,False
States,Ohio,2013,35,29,26,9672,False
States,Oklahoma,2013,35,11,15,2553,False
States,Oregon,2013,35,0,6,1002,False
States,Pennsylvania,2013,35,44,34,12037,False
States,Rhode Island,2013,35,0,18,4341,False
States,South Carolina,2013,35,4,11,5534,False
States,South Dakota,2013,35,3,3,569,False
States,Tennessee,2013,35,17,50,10731,False
States,Texas,2013,35,741,57,34598,False
States,Utah,2013,35,155,31,11108,False
States,Vermont,2013,35,32,5,1410,False
States,Virginia,2013,35,415,72,51068,False
States,Washington,2013,35,9,9,4979,False
States,West Virginia,2013,35,29,28,12140,False
States,Wisconsin,2013,35,7,30,3135,False
States,Wyoming,2013,35,2,12,2730,False
States,Virgin Islands,2013,35,2,1,330,False
States,New York City,2013,35,728,48,86003,False
States,Alabama,2013,36,64,17,8055,False
States,Alaska,2013,36,5,4,1353,False
States,Arizona,2013,36,80,19,9300,False
States,Arkansas,2013,36,2,5,1624,False
States,California,2013,36,354,76,21696,False
States,Colorado,2013,36,128,11,17299,False
States,Connecticut,2013,36,3,5,1412,False
States,Delaware,2013,36,0,1,229,False
States,District of Columbia,2013,36,66,1,1619,False
States,Florida,2013,36,143,59,14761,False
States,Georgia,2013,36,187,32,31930,False
States,Hawaii,2013,36,13,11,911,False
States,Idaho,2013,36,0,4,1247,False
States,Illinois,2013,36,439,72,36896,False
States,Indiana,2013,36,34,27,6315,False
States,Iowa,2013,36,2,3,1212,False
States,Kansas,2013,36,11,13,3287,False
States,Kentucky,2013,36,7,5,5252,False
States,Louisiana,2013,36,512,52,30638,False
States,Maine,2013,36,23,29,4445,False
States,Maryland,2013,36,75,10,6742,False
States,Massachusetts,2013,36,22,17,8593,False
States,Michigan,2013,36,107,35,8849,False
States,Minnesota,2013,36,4,10,3396,False
States,Mississippi,2013,36,393,41,17222,False
States,Missouri,2013,36,10,18,3265,False
States,Montana,2013,36,0,4,1424,False
States,Nebraska,2013,36,49,10,1413,False
States,Nevada,2013,36,39,15,5596,False
States,New Hampshire,2013,36,3,16,2079,False
States,New Jersey,2013,36,33,10,3659,False
States,New Mexico,2013,36,78,15,5966,False
States,New York,2013,36,26,163,7486,False
States,North Carolina,2013,36,28,14,3086,False
States,North Dakota,2013,36,0,1,222,False
States,Ohio,2013,36,29,27,7954,False
States,Oklahoma,2013,36,43,17,2653,False
States,Oregon,2013,36,1,5,699,False
States,Pennsylvania,2013,36,51,34,10735,False
States,Rhode Island,2013,36,2,18,4288,False
States,South Carolina,2013,36,5,11,5361,False
States,South Dakota,2013,36,5,3,524,False
States,Tennessee,2013,36,5,50,9782,False
States,Texas,2013,36,908,55,31370,False
States,Utah,2013,36,147,42,13812,False
States,Vermont,2013,36,24,6,1457,False
States,Virginia,2013,36,673,100,65056,False
States,Washington,2013,36,6,9,4187,False
States,West Virginia,2013,36,29,29,10173,False
States,Wisconsin,2013,36,12,27,3000,False
States,Wyoming,2013,36,3,12,2311,False
States,Virgin Islands,2013,36,9,1,337,False
States,New York City,2013,36,734,46,86997,False
States,Alabama,2013,37,65,17,8794,False
States,Alaska,2013,37,9,4,1479,False
States,Arizona,2013,37,81,19,10857,False
States,Arkansas,2013,37,4,4,1811,False
States,California,2013,37,440,75,25800,False
States,Colorado,2013,37,124,10,19902,False
States,Connecticut,2013,37,1,5,1457,False
States,Delaware,2013,37,0,1,224,False
States,District of Columbia,2013,37,110,1,1959,False
States,Florida,2013,37,158,57,16851,False
States,Georgia,2013,37,217,33,34424,False
States,Hawaii,2013,37,21,13,1299,False
States,Idaho,2013,37,3,5,1672,False
States,Illinois,2013,37,560,75,40874,False
States,Indiana,2013,37,30,30,7954,False
States,Iowa,2013,37,1,3,1395,False
States,Kansas,2013,37,6,14,3752,False
States,Kentucky,2013,37,12,5,5383,False
States,Louisiana,2013,37,545,46,29910,False
States,Maine,2013,37,23,29,4880,False
States,Maryland,2013,37,75,9,3183,False
States,Massachusetts,2013,37,105,29,24340,False
States,Michigan,2013,37,116,30,6775,False
States,Minnesota,2013,37,4,8,3152,False
States,Mississippi,2013,37,415,42,17320,False
States,Missouri,2013,37,13,18,3848,False
States,Montana,2013,37,0,4,1741,False
States,Nebraska,2013,37,77,9,1552,False
States,Nevada,2013,37,41,15,6179,False
States,New Hampshire,2013,37,1,16,2615,False
States,New Jersey,2013,37,60,11,6690,False
States,New Mexico,2013,37,86,14,5603,False
States,New York,2013,37,30,163,9271,False
States,North Carolina,2013,37,30,13,3612,False
States,North Dakota,2013,37,1,2,377,False
States,Ohio,2013,37,30,27,9296,False
States,Oklahoma,2013,37,28,16,2670,False
States,Oregon,2013,37,1,4,702,False
States,Pennsylvania,2013,37,89,35,13473,False
States,Rhode Island,2013,37,5,18,5882,False
States,South Carolina,2013,37,8,11,5755,False
States,South Dakota,2013,37,1,3,580,False
States,Tennessee,2013,37,16,47,10691,False
States,Texas,2013,37,1129,73,39434,False
States,Utah,2013,37,7,13,6858,False
States,Vermont,2013,37,30,7,1791,False
States,Virginia,2013,37,687,98,58379,False
States,Washington,2013,37,11,9,5415,False
States,West Virginia,2013,37,46,29,11669,False
States,Wisconsin,2013,37,8,28,4112,False
States,Wyoming,2013,37,5,12,2554,False
States,Virgin Islands,2013,37,3,1,360,False
States,New York City,2013,37,806,47,87640,False
States,Alabama,2013,38,56,16,8420,False
States,Alaska,2013,38,15,5,1677,False
States,Arizona,2013,38,77,18,9816,False
States,Arkansas,2013,38,12,4,1678,False
States,California,2013,38,451,77,26871,False
States,Colorado,2013,38,125,10,20617,False
States,Connecticut,2013,38,6,5,1581,False
States,Delaware,2013,38,0,1,298,False
States,District of Columbia,2013,38,107,1,1807,False
States,Florida,2013,38,162,55,16992,False
States,Georgia,2013,38,239,30,34039,False
States,Hawaii,2013,38,18,13,1312,False
States,Idaho,2013,38,1,5,1817,False
States,Illinois,2013,38,578,72,39686,False
States,Indiana,2013,38,44,29,7637,False
States,Iowa,2013,38,0,3,1288,False
States,Kansas,2013,38,10,13,3711,False
States,Kentucky,2013,38,6,5,5235,False
States,Louisiana,2013,38,607,55,32260,False
States,Maine,2013,38,9,23,4332,False
States,Maryland,2013,38,67,9,3221,False
States,Massachusetts,2013,38,137,28,25743,False
States,Michigan,2013,38,142,31,8000,False
States,Minnesota,2013,38,2,8,3137,False
States,Mississippi,2013,38,350,41,16213,False
States,Missouri,2013,38,14,17,3244,False
States,Montana,2013,38,1,4,1719,False
States,Nebraska,2013,38,56,8,1451,False
States,Nevada,2013,38,30,14,4762,False
States,New Hampshire,2013,38,1,14,1721,False
States,New Jersey,2013,38,79,11,7035,False
States,New Mexico,2013,38,109,15,5985,False
States,New York,2013,38,29,133,7546,False
States,North Carolina,2013,38,12,11,2579,False
States,North Dakota,2013,38,0,1,302,False
States,Ohio,2013,38,22,25,8891,False
States,Oklahoma,2013,38,27,17,3206,False
States,Oregon,2013,38,3,6,676,False
States,Pennsylvania,2013,38,86,33,11827,False
States,Rhode Island,2013,38,4,18,6125,False
States,South Carolina,2013,38,5,9,5336,False
States,South Dakota,2013,38,14,17,2717,False
States,Tennessee,2013,38,18,48,10713,False
States,Texas,2013,38,1181,74,38693,False
States,Utah,2013,38,14,12,6401,False
States,Vermont,2013,38,38,7,1708,False
States,Virginia,2013,38,862,103,66399,False
States,Washington,2013,38,11,8,5222,False
States,West Virginia,2013,38,39,28,11252,False
States,Wisconsin,2013,38,18,29,3717,False
States,Wyoming,2013,38,3,12,2677,False
States,Virgin Islands,2013,38,4,1,379,False
States,New York City,2013,38,1209,58,92298,False
States,Alabama,2013,39,132,17,8512,False
States,Alaska,2013,39,9,5,1740,False
States,Arizona,2013,39,82,17,8653,False
States,Arkansas,2013,39,0,3,1388,False
States,California,2013,39,530,80,27238,False
States,Colorado,2013,39,123,9,21050,False
States,Connecticut,2013,39,59,5,2553,False
States,Delaware,2013,39,0,1,267,False
States,District of Columbia,2013,39,112,1,2096,False
States,Florida,2013,39,185,62,17641,False
States,Georgia,2013,39,242,31,34817,False
States,Hawaii,2013,39,26,15,1466,False
States,Idaho,2013,39,3,5,1822,False
States,Illinois,2013,39,562,71,39031,False
States,Indiana,2013,39,43,27,6571,False
States,Iowa,2013,39,52,8,31931,False
States,Kansas,2013,39,10,14,3515,False
States,Kentucky,2013,39,12,6,5439,False
States,Louisiana,2013,39,628,55,31479,False
States,Maine,2013,39,11,21,3911,False
States,Maryland,2013,39,72,9,3160,False
States,Massachusetts,2013,39,131,31,26451,False
States,Michigan,2013,39,143,36,12041,False
States,Minnesota,2013,39,4,8,3177,False
States,Mississippi,2013,39,378,44,16624,False
States,Missouri,2013,39,11,15,3101,False
States,Montana,2013,39,0,4,1576,False
States,Nebraska,2013,39,70,9,1488,False
States,Nevada,2013,39,6,12,2629,False
States,New Hampshire,2013,39,2,15,2493,False
States,New Jersey,2013,39,53,11,5812,False
States,New Mexico,2013,39,144,13,5829,False
States,New York,2013,39,24,137,9022,False
States,North Carolina,2013,39,59,13,3536,False
States,North Dakota,2013,39,0,2,445,False
States,Ohio,2013,39,58,25,8015,False
States,Oklahoma,2013,39,30,17,2913,False
States,Oregon,2013,39,7,6,1605,False
States,Pennsylvania,2013,39,78,33,12834,False
States,Rhode Island,2013,39,2,18,6295,False
States,South Carolina,2013,39,5,9,5273,False
States,South Dakota,2013,39,20,18,3326,False
States,Tennessee,2013,39,27,48,10550,False
States,Texas,2013,39,1256,100,38132,False
States,Utah,2013,39,106,24,10256,False
States,Vermont,2013,39,60,7,1694,False
States,Virginia,2013,39,796,105,61750,False
States,Washington,2013,39,18,9,5817,False
States,West Virginia,2013,39,71,29,11879,False
States,Wisconsin,2013,39,18,32,4139,False
States,Wyoming,2013,39,5,12,2438,False
States,Virgin Islands,2013,39,5,1,389,False
States,New York City,2013,39,1483,59,95279,False
States,Alabama,2013,40,201,27,12638,False
States,Alaska,2013,40,13,9,2084,False
States,Arizona,2013,40,230,59,29029,False
States,Arkansas,2013,40,66,18,4041,False
States,California,2013,40,633,137,41514,False
States,Colorado,2013,40,142,9,21771,False
States,Connecticut,2013,40,47,27,6701,False
States,Delaware,2013,40,15,12,3022,False
States,District of Columbia,2013,40,111,3,2050,False
States,Florida,2013,40,300,77,22505,False
States,Georgia,2013,40,380,41,37739,False
States,Hawaii,2013,40,18,16,1437,False
States,Idaho,2013,40,17,8,3019,False
States,Illinois,2013,40,859,105,60860,False
States,Indiana,2013,40,90,38,9798,False
States,Iowa,2013,40,62,21,36323,False
States,Kansas,2013,40,24,32,7194,False
States,Kentucky,2013,40,49,17,20166,False
States,Louisiana,2013,40,596,49,29404,False
States,Maine,2013,40,52,33,6311,False
States,Maryland,2013,40,57,18,10467,False
States,Massachusetts,2013,40,196,57,31551,False
States,Michigan,2013,40,182,48,16538,False
States,Minnesota,2013,40,12,12,4623,False
States,Mississippi,2013,40,415,40,16092,False
States,Missouri,2013,40,85,22,7715,False
States,Montana,2013,40,2,8,2347,False
States,Nebraska,2013,40,11,15,2343,False
States,Nevada,2013,40,91,34,15558,False
States,New Hampshire,2013,40,4,28,5259,False
States,New Jersey,2013,40,162,22,10685,False
States,New Mexico,2013,40,207,28,11216,False
States,New York,2013,40,88,137,15105,False
States,North Carolina,2013,40,64,53,17928,False
States,North Dakota,2013,40,1,8,1306,False
States,Ohio,2013,40,57,38,11902,False
States,Oklahoma,2013,40,87,20,3731,False
States,Oregon,2013,40,3,14,3317,False
States,Pennsylvania,2013,40,137,55,18161,False
States,Rhode Island,2013,40,6,20,6440,False
States,South Carolina,2013,40,14,15,5137,False
States,South Dakota,2013,40,40,24,5951,False
States,Tennessee,2013,40,30,52,10240,False
States,Texas,2013,40,954,120,42654,False
States,Utah,2013,40,200,44,17172,False
States,Vermont,2013,40,63,11,3557,False
States,Virginia,2013,40,914,110,71187,False
States,Washington,2013,40,40,16,7019,False
States,West Virginia,2013,40,55,35,12937,False
States,Wisconsin,2013,40,30,29,4256,False
States,Wyoming,2013,40,23,26,5091,False
States,Puerto Rico,2013,40,40,1,775,False
States,Virgin Islands,2013,40,6,1,377,False
States,New York City,2013,40,1496,61,98244,False
States,Alabama,2013,41,217,29,12664,False
States,Alaska,2013,41,15,8,1788,False
States,Arizona,2013,41,291,59,29057,False
States,Arkansas,2013,41,73,19,4610,False
States,California,2013,41,744,137,42449,False
States,Colorado,2013,41,135,11,21819,False
States,Connecticut,2013,41,58,28,7573,False
States,Delaware,2013,41,1,11,2644,False
States,District of Columbia,2013,41,128,3,2125,False
States,Florida,2013,41,271,78,22234,False
States,Georgia,2013,41,333,41,34278,False
States,Hawaii,2013,41,33,17,1662,False
States,Idaho,2013,41,17,8,3072,False
States,Illinois,2013,41,932,107,61042,False
States,Indiana,2013,41,88,38,9788,False
States,Iowa,2013,41,71,21,35825,False
States,Kansas,2013,41,42,32,6995,False
States,Kentucky,2013,41,35,16,20788,False
States,Louisiana,2013,41,723,56,32293,False
States,Maine,2013,41,34,33,6132,False
States,Maryland,2013,41,95,17,9637,False
States,Massachusetts,2013,41,227,59,32325,False
States,Michigan,2013,41,193,46,16806,False
States,Minnesota,2013,41,33,13,4998,False
States,Mississippi,2013,41,491,42,17010,False
States,Missouri,2013,41,104,23,7842,False
States,Montana,2013,41,3,8,2637,False
States,Nebraska,2013,41,19,15,2500,False
States,Nevada,2013,41,124,34,15954,False
States,New Hampshire,2013,41,4,30,5429,False
States,New Jersey,2013,41,179,26,11971,False
States,New Mexico,2013,41,204,28,11213,False
States,New York,2013,41,81,139,14659,False
States,North Carolina,2013,41,151,56,17409,False
States,North Dakota,2013,41,1,10,2058,False
States,Ohio,2013,41,96,46,14842,False
States,Oklahoma,2013,41,75,19,3993,False
States,Oregon,2013,41,6,13,3956,False
States,Pennsylvania,2013,41,142,52,17176,False
States,Rhode Island,2013,41,7,20,5925,False
States,South Carolina,2013,41,22,17,6571,False
States,South Dakota,2013,41,53,23,5648,False
States,Tennessee,2013,41,26,51,10596,False
States,Texas,2013,41,1078,125,44983,False
States,Utah,2013,41,267,45,20667,False
States,Vermont,2013,41,61,10,3306,False
States,Virginia,2013,41,846,99,65582,False
States,Washington,2013,41,35,16,7461,False
States,West Virginia,2013,41,75,35,12497,False
States,Wisconsin,2013,41,45,33,4242,False
States,Wyoming,2013,41,33,24,5109,False
States,Puerto Rico,2013,41,45,1,716,False
States,Virgin Islands,2013,41,4,1,420,False
States,New York City,2013,41,1354,62,95322,False
States,Alabama,2013,42,243,30,15361,False
States,Alaska,2013,42,14,9,2136,False
States,Arizona,2013,42,302,61,28505,False
States,Arkansas,2013,42,72,19,4303,False
States,California,2013,42,687,133,39333,False
States,Colorado,2013,42,110,10,21416,False
States,Connecticut,2013,42,71,27,8342,False
States,Delaware,2013,42,20,12,2636,False
States,District of Columbia,2013,42,123,3,2167,False
States,Florida,2013,42,256,77,21919,False
States,Georgia,2013,42,355,40,34899,False
States,Hawaii,2013,42,37,18,1860,False
States,Idaho,2013,42,24,8,2917,False
States,Illinois,2013,42,937,103,58470,False
States,Indiana,2013,42,94,38,9552,False
States,Iowa,2013,42,77,22,36896,False
States,Kansas,2013,42,42,36,7335,False
States,Kentucky,2013,42,58,17,20397,False
States,Louisiana,2013,42,708,57,30779,False
States,Maine,2013,42,48,33,5810,False
States,Maryland,2013,42,103,20,11072,False
States,Massachusetts,2013,42,238,58,28393,False
States,Michigan,2013,42,216,48,16967,False
States,Minnesota,2013,42,24,12,4698,False
States,Mississippi,2013,42,615,42,17130,False
States,Missouri,2013,42,79,23,7894,False
States,Montana,2013,42,2,8,2511,False
States,Nebraska,2013,42,19,15,2384,False
States,Nevada,2013,42,114,34,15950,False
States,New Hampshire,2013,42,2,30,5452,False
States,New Jersey,2013,42,160,25,9131,False
States,New Mexico,2013,42,183,28,10763,False
States,New York,2013,42,85,141,14814,False
States,North Carolina,2013,42,124,55,16615,False
States,North Dakota,2013,42,1,11,2062,False
States,Ohio,2013,42,78,47,14848,False
States,Oklahoma,2013,42,85,20,4014,False
States,Oregon,2013,42,18,17,4058,False
States,Pennsylvania,2013,42,120,54,16874,False
States,Rhode Island,2013,42,6,20,5497,False
States,South Carolina,2013,42,24,18,6566,False
States,South Dakota,2013,42,33,23,5628,False
States,Tennessee,2013,42,30,51,9274,False
States,Texas,2013,42,1087,122,41001,False
States,Utah,2013,42,229,42,17433,False
States,Vermont,2013,42,56,11,3822,False
States,Virginia,2013,42,984,107,68084,False
States,Washington,2013,42,33,16,7135,False
States,West Virginia,2013,42,62,38,13749,False
States,Wisconsin,2013,42,32,32,6498,False
States,Wyoming,2013,42,16,24,5245,False
States,Puerto Rico,2013,42,58,1,752,False
States,Virgin Islands,2013,42,11,1,368,False
States,New York City,2013,42,1453,71,96301,False
States,Alabama,2013,43,452,30,14776,False
States,Alaska,2013,43,14,9,2185,False
States,Arizona,2013,43,249,60,29629,False
States,Arkansas,2013,43,76,18,4295,False
States,California,2013,43,744,133,41806,False
States,Colorado,2013,43,171,10,22272,False
States,Connecticut,2013,43,54,20,4071,False
States,Delaware,2013,43,42,12,2932,False
States,District of Columbia,2013,43,150,3,2307,False
States,Florida,2013,43,295,78,22740,False
States,Georgia,2013,43,418,41,34909,False
States,Hawaii,2013,43,37,19,1890,False
States,Idaho,2013,43,9,8,2881,False
States,Illinois,2013,43,1036,101,59792,False
States,Indiana,2013,43,102,38,9187,False
States,Iowa,2013,43,83,21,38118,False
States,Kansas,2013,43,72,34,7766,False
States,Kentucky,2013,43,83,18,21472,False
States,Louisiana,2013,43,912,62,34697,False
States,Maine,2013,43,40,33,6335,False
States,Maryland,2013,43,101,20,12047,False
States,Massachusetts,2013,43,224,58,31358,False
States,Michigan,2013,43,189,49,17591,False
States,Minnesota,2013,43,57,16,5054,False
States,Mississippi,2013,43,664,41,16225,False
States,Missouri,2013,43,98,23,7848,False
States,Montana,2013,43,0,8,2500,False
States,Nebraska,2013,43,23,15,2427,False
States,Nevada,2013,43,124,39,16634,False
States,New Hampshire,2013,43,6,29,4880,False
States,New Jersey,2013,43,209,26,12045,False
States,New Mexico,2013,43,210,28,11426,False
States,New York,2013,43,118,140,15653,False
States,North Carolina,2013,43,132,54,17968,False
States,North Dakota,2013,43,3,11,2063,False
States,Ohio,2013,43,87,48,16069,False
States,Oklahoma,2013,43,93,19,3742,False
States,Oregon,2013,43,15,19,4669,False
States,Pennsylvania,2013,43,147,55,18510,False
States,Rhode Island,2013,43,12,20,6733,False
States,South Carolina,2013,43,36,17,6291,False
States,South Dakota,2013,43,33,24,5619,False
States,Tennessee,2013,43,27,49,10354,False
States,Texas,2013,43,1102,123,44830,False
States,Utah,2013,43,308,44,20596,False
States,Vermont,2013,43,55,11,3507,False
States,Virginia,2013,43,1032,106,68090,False
States,Washington,2013,43,43,16,6566,False
States,West Virginia,2013,43,87,39,13743,False
States,Wisconsin,2013,43,41,33,4337,False
States,Wyoming,2013,43,23,26,6250,False
States,Puerto Rico,2013,43,45,1,999,False
States,Virgin Islands,2013,43,7,1,389,False
States,New York City,2013,43,1646,71,96844,False
States,Alabama,2013,44,435,31,15012,False
States,Alaska,2013,44,10,9,2185,False
States,Arizona,2013,44,303,62,29091,False
States,Arkansas,2013,44,104,19,4373,False
States,California,2013,44,828,139,41544,False
States,Colorado,2013,44,117,10,21361,False
States,Connecticut,2013,44,80,22,4489,False
States,Delaware,2013,44,30,12,2692,False
States,District of Columbia,2013,44,109,3,2096,False
States,Florida,2013,44,276,78,21927,False
States,Georgia,2013,44,512,41,35530,False
States,Hawaii,2013,44,36,18,1711,False
States,Idaho,2013,44,15,8,2822,False
States,Illinois,2013,44,1072,101,58003,False
States,Indiana,2013,44,98,38,9626,False
States,Iowa,2013,44,106,21,36381,False
States,Kansas,2013,44,71,33,7169,False
States,Kentucky,2013,44,111,18,20597,False
States,Louisiana,2013,44,832,59,31333,False
States,Maine,2013,44,16,27,5091,False
States,Maryland,2013,44,93,24,13583,False
States,Massachusetts,2013,44,230,57,30550,False
States,Michigan,2013,44,201,52,17474,False
States,Minnesota,2013,44,65,16,4895,False
States,Mississippi,2013,44,664,40,15243,False
States,Missouri,2013,44,80,21,7532,False
States,Montana,2013,44,2,7,2577,False
States,Nebraska,2013,44,11,15,2329,False
States,Nevada,2013,44,135,40,16774,False
States,New Hampshire,2013,44,8,30,5525,False
States,New Jersey,2013,44,204,27,12279,False
States,New Mexico,2013,44,214,28,10980,False
States,New York,2013,44,112,145,15565,False
States,North Carolina,2013,44,140,53,17051,False
States,North Dakota,2013,44,9,8,1217,False
States,Ohio,2013,44,93,49,16435,False
States,Oklahoma,2013,44,94,19,3778,False
States,Oregon,2013,44,20,17,4352,False
States,Pennsylvania,2013,44,143,53,17244,False
States,Rhode Island,2013,44,22,20,6510,False
